   33.437500000000014              (1.74738944322005152E-002,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (6.44099878893284686E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-2.15143556308458389E-003,-5.80089285324280266E-011)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.06330428523509091E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-7.03772419398047402E-004,-2.37113164012508638E-011)               (0.0000000000000000,0.0000000000000000)  (-7.24107354865966457E-004,6.27342458276885410E-011)
   33.447916666666686              (1.44123736184207721E-002,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (5.29754625391425007E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-1.76949553562220571E-003,-2.82221668184504486E-011)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (8.79729910357086257E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-5.82269211027754033E-004,-1.31410206350329799E-011)               (0.0000000000000000,0.0000000000000000)  (-5.99095193772448075E-004,3.47678729546321741E-011)
   33.458333333333350              (1.18695400752213218E-002,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.35052573151621311E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-1.45316916144231680E-003,-1.21631574223729674E-011)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (7.26764233327488701E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-4.81025245361057260E-004,-7.16765780800033389E-012)               (0.0000000000000000,0.0000000000000000)  (-4.94926566560599242E-004,1.89638404871823408E-011)
   33.468750000000014              (9.76069317949139481E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.56738484187688271E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-1.19158272994241430E-003,-3.78771345730019586E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (5.99495470934749658E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-3.96789463729047389E-004,-3.82446923943095108E-012)               (0.0000000000000000,0.0000000000000000)  (-4.08256995341141121E-004,1.01185945495344050E-011)
   33.479166666666686              (8.01440907806364594E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.92075464943391313E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-9.75594137711735228E-004,3.52704346547848540E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.93767031292227047E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-3.26810684434849694E-004,-1.97472159533245811E-012)               (0.0000000000000000,0.0000000000000000)  (-3.36256093886193688E-004,5.22462242926155474E-012)
   33.489583333333350              (6.57055410331485075E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.38766076981007875E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-7.97529284711971501E-004,2.20578837972543798E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.06066938134082636E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-2.68764400183553887E-004,-9.66173786219021436E-013)               (0.0000000000000000,0.0000000000000000)  (-2.76532347863107529E-004,2.55625561788820619E-012)
   33.500000000000014              (5.37857958991826233E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.94884833675184948E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-6.50956543006037222E-004,2.85908150874121176E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.33432533459339950E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-2.20689694352066038E-004,-4.27206111083501196E-013)               (0.0000000000000000,0.0000000000000000)  (-2.27068265116231569E-004,1.13028106071849582E-012)
   33.510416666666686              (4.39606089742403550E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.58820545435999633E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-5.30494145443561661E-004,2.91147233177300862E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.73368498178841023E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-1.80934975895709430E-004,-1.47588322893026004E-013)               (0.0000000000000000,0.0000000000000000)  (-1.86164575312421592E-004,3.90481869529827993E-013)
   33.520833333333350              (3.58744789010156115E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.29227164692053299E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-4.31645979111101147E-004,2.68680435625853041E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.23776455883657098E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000) (-1.48111383026426689E-004,-9.28494891570613359E-015)               (0.0000000000000000,0.0000000000000000)  (-1.52392305935093367E-004,2.45656894593143027E-014)
   33.531250000000014              (2.92299813416223558E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.04981951223639719E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.50661838229572175E-004,2.35571480514976821E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.82894629472226175E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.21052841888337370E-004,5.34196842127884966E-014)               (0.0000000000000000,0.0000000000000000) (-1.24551697467537237E-004,-1.41335117116173787E-013)
   33.541666666666686              (2.37786766324113311E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (8.51499294715308609E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.84418698124933608E-004,2.00457450008099300E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.49246204867269756E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-9.87818889574418394E-005,7.67494769952692460E-014)               (0.0000000000000000,0.0000000000000000) (-1.01637044184623519E-004,-2.03060041659341361E-013)
   33.552083333333350              (1.93133736287196467E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (6.89537434733751109E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.30320021007368971E-004,1.67416236673907199E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.21595221490652076E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-8.04804756195437920E-005,8.04234138092052971E-014)               (0.0000000000000000,0.0000000000000000) (-8.28066584229086492E-005,-2.12780309403102436E-013)
   33.562500000000014              (1.56615586323433304E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (5.57481334863298953E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.86210500629367301E-004,1.38115160676959942E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (9.89089568046407346E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-6.54650712333874587E-005,7.49966954768585706E-014)               (0.0000000000000000,0.0000000000000000) (-6.73572560337997513E-005,-1.98422559908982890E-013)
   33.572916666666686              (1.26798233868463043E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.49983626055254992E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.50304001594256333E-004,1.12990999456809877E-012)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (8.03259035018584402E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-5.31654679504049981E-005,6.59840395367916981E-014)               (0.0000000000000000,0.0000000000000000) (-5.47021497098992685E-005,-1.74577303500124598E-013)
   33.583333333333350              (1.02491482310272577E-003,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.62620131649398381E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.21122754915743480E-004,9.18884463993507281E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (6.51285542340809153E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-4.31067675885127744E-005,5.61598658403560062E-014)               (0.0000000000000000,0.0000000000000000) (-4.43527158419323054E-005,-1.48585035802494762E-013)
   33.593750000000014              (8.27091592009284761E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.91736527655417149E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-9.74461389987394273E-005,7.43984039964676860E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (5.27203114984291728E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.48940988764013106E-005,4.68316280853754477E-014)               (0.0000000000000000,0.0000000000000000) (-3.59026703844898937E-005,-1.23904787340673467E-013)
   33.604166666666686              (6.66354863785503597E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.34319396363930017E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-7.82676086517694483E-005,6.00319224633109015E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.26059308142338463E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.81996733088423579E-005,3.85384622236181530E-014)               (0.0000000000000000,0.0000000000000000) (-2.90147507708036229E-005,-1.01963191038300132E-013)
   33.614583333333350              (5.35967559163847969E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.87887978662599011E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-6.27585379835447955E-005,4.83050957092349757E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.43749848253347125E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.27518404818196494E-005,3.14305175462398549E-014)               (0.0000000000000000,0.0000000000000000) (-2.34094550125513752E-005,-8.31573292013867390E-014)
   33.625000000000014              (4.30375154664818481E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.50403458796216231E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-5.02379195495473809E-005,3.87768099771981471E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.76879056669633311E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.83258499164990517E-005,2.54718349528808162E-014)               (0.0000000000000000,0.0000000000000000) (-1.88555365640721090E-005,-6.73921426789618619E-014)
   33.635416666666686              (3.45005793511888312E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.20193073260391954E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-4.01470150958139628E-005,3.10621326978899662E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.22642238804645370E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.47360667209698923E-005,2.05468987003112195E-014)               (0.0000000000000000,0.0000000000000000) (-1.51619950190676615E-005,-5.43619556429438423E-014)
   33.645833333333350              (2.76102796700811843E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (9.58867315805089646E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.20281855491853903E-005,2.48336028945371074E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.78726753419452433E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.18294236404470953E-005,1.65147552060322484E-014)               (0.0000000000000000,0.0000000000000000) (-1.21713389174314636E-005,-4.36939252107820511E-014)
   33.656250000000014              (2.20584565119920736E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (7.63641785561809927E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.55072420862296246E-005,1.98170640845022388E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.43228939750066293E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-9.47992269484455794E-006,1.32353075725527158E-014)               (0.0000000000000000,0.0000000000000000) (-9.75392846851701985E-006,-3.50173292457428505E-014)
   33.666666666666686              (1.75927596950317612E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (6.07110219788153490E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.02787584607552012E-005,1.57853421173999000E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.14584482508768932E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-7.58402623230850720E-006,1.05808705939015421E-014)               (0.0000000000000000,0.0000000000000000) (-7.80323339353305266E-006,-2.79943537192490497E-014)
   33.677083333333350              (1.40068977276758190E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.81822029005690816E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.60938693022872653E-005,1.25515216870787740E-013)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (9.15101436542200838E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-6.05680031773529698E-006,8.44023189740882458E-015)               (0.0000000000000000,0.0000000000000000) (-6.23186484592923565E-006,-2.23307563766448648E-014)
   33.687500000000014              (1.11325241670825735E-004,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.81717026498204663E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.27501516203107668E-005,9.96257493583893818E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (7.29550917060339481E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-4.82869335609625944E-006,6.71905643724842300E-015)               (0.0000000000000000,0.0000000000000000) (-4.96826092604207834E-006,-1.77769499458210909E-014)
   33.697916666666686              (8.83249837255363225E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.01874666738407903E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.00832488392243198E-005,7.89369591513542999E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (5.80603200870084018E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.84285010596972126E-006,5.33862410325389111E-015)               (0.0000000000000000,0.0000000000000000) (-3.95392306009853340E-006,-1.41246793275688655E-014)
   33.708333333333350              (6.99529781187044228E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.38306841278009494E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-7.95994974458521574E-006,6.24338974568691507E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (4.61248706801893413E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.05287611125333684E-006,4.23394446455553714E-015)               (0.0000000000000000,0.0000000000000000) (-3.14111581585142160E-006,-1.12019627910550042E-014)
   33.718750000000014              (5.53039345765064639E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.87786975997742878E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-6.27247997136249956E-006,4.92932953259561434E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (3.65777720699931513E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-2.42098037184970220E-006,3.35174206504801395E-015)               (0.0000000000000000,0.0000000000000000) (-2.49095588955292355E-006,-8.86787417939333945E-015)
   33.729166666666686              (4.36442918294838682E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.47709326609133766E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-4.93380217745626515E-006,3.88487942100346917E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.89547678683533068E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.91643505668884498E-006,2.64858096124649801E-015)               (0.0000000000000000,0.0000000000000000) (-1.97182729890291387E-006,-7.00748439429722830E-015)
   33.739583333333350              (3.43807111231670992E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.15973348833429233E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.87375376426175316E-006,3.05621523916265904E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (2.28790526953126679E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.51430047219004737E-006,2.08917746154891914E-015)               (0.0000000000000000,0.0000000000000000) (-1.55806949828233160E-006,-5.52744364603476293E-015)
   33.750000000000014              (2.70341420036707265E-005,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (9.08888501414687083E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-3.03587874513716629E-006,2.39994347602024969E-014)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)         (1.80453549483834816E-006,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)  (-1.19437154530937663E-006,1.64496280028515990E-015)               (0.0000000000000000,0.0000000000000000) (-1.22889341116461972E-006,-4.35216235172596975E-015)
