          39            (-0.31544187025061432,-0.0000000000000000)         (5.21204328239819256E-002,0.0000000000000000)            (0.38631508927342895,-0.16287951978346460)  (-6.38273515848531148E-002,2.69111090526342814E-002)
          40            (-0.31464872933510701,-0.0000000000000000)         (5.19893824214013311E-002,0.0000000000000000)            (0.38534374470251692,-0.16691993675944444)  (-6.36668651115364914E-002,2.75786706417620459E-002)
          41            (-0.31383617940409625,-0.0000000000000000)         (5.18551250688420035E-002,0.0000000000000000)            (0.38434863031411642,-0.17095005732744151)  (-6.35024513660697176E-002,2.82445310485825302E-002)
          42            (-0.31300427057891234,-0.0000000000000000)         (5.17176690478939119E-002,0.0000000000000000)            (0.38332980749159357,-0.17496963289070513)  (-6.33341204902728716E-002,2.89086491996829800E-002)
          43            (-0.31215305417582156,-0.0000000000000000)         (5.15770228375063838E-002,0.0000000000000000)            (0.38228733908116103,-0.17897841550279506)  (-6.31618828676087929E-002,2.95709841291363906E-002)
          44            (-0.31128258270240572,-0.0000000000000000)         (5.14331951134038567E-002,0.0000000000000000)            (0.38122128938681688,-0.18297615788308033)  (-6.29857491224794369E-002,3.02314949809692202E-002)
          45            (-0.31039290985264273,-0.0000000000000000)         (5.12861947475544422E-002,0.0000000000000000)            (0.38013172416777885,-0.18696261343214499)  (-6.28057301196537077E-002,3.08901410118200825E-002)
          46            (-0.30948409050633297,-0.0000000000000000)         (5.11360308076460393E-002,0.0000000000000000)            (0.37901871063269865,-0.19093753624652432)  (-6.26218369635364036E-002,3.15468815932524529E-002)
          47            (-0.30855618072352609,-0.0000000000000000)         (5.09827125564717848E-002,0.0000000000000000)            (0.37788231743925793,-0.19490068113411815)  (-6.24340809975916511E-002,3.22016762144375635E-002)
          48            (-0.30760923774170523,-0.0000000000000000)         (5.08262494514262197E-002,0.0000000000000000)            (0.37672261468434948,-0.19885180362981603)  (-6.22424738034004499E-002,3.28544844845362061E-002)
          49            (-0.30664331997326821,-0.0000000000000000)         (5.06666511439194389E-002,0.0000000000000000)            (0.37553967390326898,-0.20279066000969814)  (-6.20470272002347917E-002,3.35052661352983755E-002)
          50            (-0.30565848700065101,-0.0000000000000000)         (5.05039274786987652E-002,0.0000000000000000)            (0.37433356806683027,-0.20671700730600306)  (-6.18477532441832761E-002,3.41539810233859042E-002)
          51            (-0.30465479957293629,-0.0000000000000000)         (5.03380884933496975E-002,0.0000000000000000)            (0.37310437157232501,-0.21063060332403649)  (-6.16446642273671339E-002,3.48005891330652323E-002)
          52            (-0.30363231960170373,-0.0000000000000000)         (5.01691444175891565E-002,0.0000000000000000)            (0.37185216024268303,-0.21453120665401834)  (-6.14377726772878732E-002,3.54450505784817266E-002)
          53            (-0.30259111015894768,-0.0000000000000000)         (4.99971056726669152E-002,0.0000000000000000)            (0.37057701132041498,-0.21841857668884668)  (-6.12270913560085742E-002,3.60873256062212086E-002)
          54            (-0.30153123547119426,-0.0000000000000000)         (4.98219828707658283E-002,0.0000000000000000)            (0.36927900346256182,-0.22229247363683474)  (-6.10126332593333501E-002,3.67273745977245714E-002)
          55            (-0.30045276091656303,-0.0000000000000000)         (4.96437868142842881E-002,0.0000000000000000)            (0.36795821673603490,-0.22615265853805250)  (-6.07944116160309828E-002,3.73651580717516765E-002)
          56            (-0.29935575302025219,-0.0000000000000000)         (4.94625284951936209E-002,0.0000000000000000)            (0.36661473261341415,-0.22999889327802289)  (-6.05724398870339659E-002,3.80006366868350237E-002)
          57            (-0.29824027945096943,-0.0000000000000000)         (4.92782190943351212E-002,0.0000000000000000)            (0.36524863396724339,-0.23383094060275642)  (-6.03467317646613766E-002,3.86337712436516309E-002)
          58            (-0.29710640901646568,-0.0000000000000000)         (4.90908699808073057E-002,0.0000000000000000)            (0.36386000506524507,-0.23764856413387159)  (-6.01173011715899902E-002,3.92645226874770575E-002)
          59            (-0.29595421165943459,-0.0000000000000000)         (4.89004927111905685E-002,0.0000000000000000)            (0.36244893156406277,-0.24145152838182671)  (-5.98841622602078114E-002,3.98928521105779699E-002)
          60            (-0.29478375845221061,-0.0000000000000000)         (4.87070990288437922E-002,0.0000000000000000)            (0.36101550050534215,-0.24523959876239651)  (-5.96473294116220687E-002,4.05187207546489278E-002)
          61            (-0.29359512159413442,-0.0000000000000000)         (4.85107008632011949E-002,0.0000000000000000)            (0.35955980030982498,-0.24901254160933622)  (-5.94068172347863716E-002,4.11420900131770489E-002)
          62            (-0.29238837440628285,-0.0000000000000000)         (4.83113103290057078E-002,0.0000000000000000)            (0.35808192077256829,-0.25277012418963418)  (-5.91626405656558788E-002,4.17629214337940508E-002)
          63            (-0.29116359132626868,-0.0000000000000000)         (4.81089397256270757E-002,0.0000000000000000)            (0.35658195305566481,-0.25651211471805158)  (-5.89148144661576639E-002,4.23811767207002490E-002)
          64            (-0.28992084790397077,-0.0000000000000000)         (4.79036015362307166E-002,0.0000000000000000)            (0.35505998968380048,-0.26023828237085322)  (-5.86633542233887459E-002,4.29968177369758758E-002)
          65            (-0.28866022079871900,-0.0000000000000000)         (4.76953084270644381E-002,0.0000000000000000)            (0.35351612453956760,-0.26394839730050357)  (-5.84082753485887091E-002,4.36098065070062366E-002)
          66            (-0.28738178777094447,-0.0000000000000000)         (4.74840732465864890E-002,0.0000000000000000)            (0.35195045285581217,-0.26764223065010195)  (-5.81495935762657984E-002,4.42201052187638638E-002)
          67            (-0.28608562768095869,-0.0000000000000000)         (4.72699090248129283E-002,0.0000000000000000)            (0.35036307121009014,-0.27131955456585877)  (-5.78873248630809231E-002,4.48276762261224371E-002)
          68            (-0.28477182048181682,-0.0000000000000000)         (4.70528289723869259E-002,0.0000000000000000)            (0.34875407751946574,-0.27498014221363865)  (-5.76214853870324201E-002,4.54324820512642946E-002)
          69            (-0.28344044721535566,-0.0000000000000000)         (4.68328464798312000E-002,0.0000000000000000)            (0.34712357103494607,-0.27862376779110831)  (-5.73520915463296560E-002,4.60344853869084775E-002)
          70            (-0.28209159000707895,-0.0000000000000000)         (4.66099751167057541E-002,0.0000000000000000)            (0.34547165233313187,-0.28225020654168315)  (-5.70791599584911102E-002,4.66336490986369867E-002)
          71            (-0.28072533206075290,-0.0000000000000000)         (4.63842286307681179E-002,0.0000000000000000)            (0.34379842331296284,-0.28585923477037473)  (-5.68027074591874459E-002,4.72299362272374651E-002)
          72            (-0.27934175765367425,-0.0000000000000000)         (4.61556209471013085E-002,0.0000000000000000)            (0.34210398718603818,-0.28945062985486736)  (-5.65227511013340206E-002,4.78233099908932091E-002)
          73            (-0.27794095213103104,-0.0000000000000000)         (4.59241661673307836E-002,0.0000000000000000)            (0.34038844847431193,-0.29302417026107236)  (-5.62393081539245415E-002,4.84137337875202162E-002)
          74            (-0.27652300190112716,-0.0000000000000000)         (4.56898785686672484E-002,0.0000000000000000)            (0.33865191299924369,-0.29657963555596811)  (-5.59523961010932602E-002,4.90011711969932928E-002)
          75            (-0.27508799443029675,-0.0000000000000000)         (4.54527726030870410E-002,0.0000000000000000)            (0.33689448787944254,-0.30011680642229843)  (-5.56620326409186794E-002,4.95855859834204923E-002)
          76            (-0.27363601823597228,-0.0000000000000000)         (4.52128628963883311E-002,0.0000000000000000)            (0.33511628152034467,-0.30363546467001556)  (-5.53682356843628598E-002,5.01669420973283875E-002)
          77            (-0.27216716288309045,-0.0000000000000000)         (4.49701642473215590E-002,0.0000000000000000)            (0.33331740361069656,-0.30713539325246025)  (-5.50710233542427569E-002,5.07452036779560134E-002)
          78            (-0.27068151897750198,-0.0000000000000000)         (4.47246916267049766E-002,0.0000000000000000)            (0.33149796511355750,-0.31061637627663741)  (-5.47704139839812615E-002,5.13203350553722293E-002)
          79            (-0.26917917816102110,-0.0000000000000000)         (4.44764601764322115E-002,0.0000000000000000)            (0.32965807826009230,-0.31407819901981154)  (-5.44664261165813957E-002,5.18923007527847119E-002)
          80            (-0.26766023310461096,-0.0000000000000000)         (4.42254852085924924E-002,0.0000000000000000)            (0.32779785654368382,-0.31752064794029866)  (-5.41590785034614733E-002,5.24610654886689259E-002)
          81            (-0.26612477750433983,-0.0000000000000000)         (4.39717822045015486E-002,0.0000000000000000)            (0.32591741471159358,-0.32094351069109217)  (-5.38483901032775075E-002,5.30265941788932646E-002)
          82            (-0.26457290607457029,-0.0000000000000000)         (4.37153668137638535E-002,0.0000000000000000)            (0.32401686875789026,-0.32434657613507190)  (-5.35343800807401085E-002,5.35888519390352661E-002)
          83            (-0.26300471454129415,-0.0000000000000000)         (4.34562548532826665E-002,0.0000000000000000)            (0.32209633591770748,-0.32772963435405472)  (-5.32170678054860596E-002,5.41478040863411364E-002)
          84            (-0.26142029963855928,-0.0000000000000000)         (4.31944623063086966E-002,0.0000000000000000)            (0.32015593465840153,-0.33109247666536074)  (-5.28964728508084792E-002,5.47034161420390241E-002)
          85            (-0.25981975910015093,-0.0000000000000000)         (4.29300053214252825E-002,0.0000000000000000)            (0.31819578467276871,-0.33443489563358975)  (-5.25726149925131170E-002,5.52556538333643932E-002)
          86            (-0.25820319165533290,-0.0000000000000000)         (4.26629002116122036E-002,0.0000000000000000)            (0.31621600687197193,-0.33775668508171408)  (-5.22455142076612700E-002,5.58044830956676424E-002)
          87            (-0.25657069702130253,-0.0000000000000000)         (4.23931634531382467E-002,0.0000000000000000)            (0.31421672337907669,-0.34105764010635459)  (-5.19151906734410529E-002,5.63498700746073028E-002)
          88            (-0.25492237589838884,-0.0000000000000000)         (4.21208116846630842E-002,0.0000000000000000)            (0.31219805751827173,-0.34433755708919878)  (-5.15816647656884286E-002,5.68917811281180602E-002)
          89            (-0.25325832996199860,-0.0000000000000000)         (4.18458617061087806E-002,0.0000000000000000)            (0.31016013381036678,-0.34759623370995762)  (-5.12449570578829838E-002,5.74301828285788823E-002)
          90            (-0.25157866185931699,-0.0000000000000000)         (4.15683304776953699E-002,0.0000000000000000)            (0.30810307796505310,-0.35083346895754863)  (-5.09050883197491033E-002,5.79650419648626639E-002)
          91            (-0.24988347519956089,-0.0000000000000000)         (4.12882351188498045E-002,0.0000000000000000)            (0.30602701687005562,-0.35404906314417561)  (-5.05620795159929942E-002,5.84963255443087110E-002)
          92            (-0.24817287455007986,-0.0000000000000000)         (4.10055929071899070E-002,0.0000000000000000)            (0.30393207858736759,-0.35724281791707768)  (-5.02159518049757336E-002,5.90240007948558409E-002)
          93            (-0.24644696542866615,-0.0000000000000000)         (4.07204212773902910E-002,0.0000000000000000)            (0.30181839234239971,-0.36041453626993880)  (-4.98667265375299512E-002,5.95480351669865071E-002)
          94            (-0.24470585429728695,-0.0000000000000000)         (4.04327378202050530E-002,0.0000000000000000)            (0.29968608851722295,-0.36356402255679565)  (-4.95144252555144021E-002,6.00683963358473183E-002)
          95            (-0.24294964855636136,-0.0000000000000000)         (4.01425602812893328E-002,0.0000000000000000)            (0.29753529864246059,-0.36669108250182342)  (-4.91590696904966318E-002,6.05850522030433047E-002)
          96            (-0.24117845653697120,-0.0000000000000000)         (3.98499065601733149E-002,0.0000000000000000)            (0.29536615538918942,-0.36979552321367692)  (-4.88006817624976538E-002,6.10979708988390047E-002)
          97            (-0.23939238749397823,-0.0000000000000000)         (3.95547947091127172E-002,0.0000000000000000)            (0.29317879256001866,-0.37287715319587289)  (-4.84392835785804748E-002,6.16071207840179352E-002)
          98            (-0.23759155160100714,-0.0000000000000000)         (3.92572429319972271E-002,0.0000000000000000)            (0.29097334508176220,-0.37593578235897951)  (-4.80748974314854638E-002,6.21124704517792559E-002)
          99            (-0.23577605994197601,-0.0000000000000000)         (3.89572695832003518E-002,0.0000000000000000)            (0.28874994899718698,-0.37897122203214478)  (-4.77075457982593099E-002,6.26139887297930686E-002)
         100            (-0.23394602450486945,-0.0000000000000000)         (3.86548931665302853E-002,0.0000000000000000)            (0.28650874145563693,-0.38198328497504663)  (-4.73372513388939237E-002,6.31116446820238486E-002)
         101            (-0.23210155817531991,-0.0000000000000000)         (3.83501323339695832E-002,0.0000000000000000)            (0.28424986070518676,-0.38497178538999244)  (-4.69640368948722742E-002,6.36054076107405164E-002)
         102            (-0.23024277472807136,-0.0000000000000000)         (3.80430058845866101E-002,0.0000000000000000)            (0.28197344608462793,-0.38793653893154284)  (-4.65879254878478338E-002,6.40952470583204814E-002)
         103            (-0.22836978882203113,-0.0000000000000000)         (3.77335327634119588E-002,0.0000000000000000)            (0.27967963801335871,-0.39087736272001283)  (-4.62089403181243086E-002,6.45811328091136783E-002)
         104            (-0.22648271599159511,-0.0000000000000000)         (3.74217320601972075E-002,0.0000000000000000)            (0.27736857798493808,-0.39379407535131106)  (-4.58271047633051973E-002,6.50630348914489204E-002)
         105            (-0.22458167264058385,-0.0000000000000000)         (3.71076230082747344E-002,0.0000000000000000)            (0.27504040855589162,-0.39668649690960966)  (-4.54424423767855537E-002,6.55409235793218137E-002)
         106            (-0.22266677603395973,-0.0000000000000000)         (3.67912249833695915E-002,0.0000000000000000)            (0.27269527333885002,-0.39955444897602027)  (-4.50549768863788697E-002,6.60147693943116953E-002)
         107            (-0.22073814429179875,-0.0000000000000000)         (3.64725575024062026E-002,0.0000000000000000)            (0.27033331699309204,-0.40239775464183242)  (-4.46647321927741980E-002,6.64845431073511073E-002)
         108            (-0.21879589638106922,-0.0000000000000000)         (3.61516402222892275E-002,0.0000000000000000)            (0.26795468521482296,-0.40521623851872929)  (-4.42717323680893865E-002,6.69502157406008103E-002)
         109            (-0.21684015210879773,-0.0000000000000000)         (3.58284929387261558E-002,0.0000000000000000)            (0.26555952472932642,-0.40800972674950753)  (-4.38760016544171849E-002,6.74117585691845489E-002)
         110            (-0.21487103211474834,-0.0000000000000000)         (3.55031355849474289E-002,0.0000000000000000)            (0.26314798328150402,-0.41077804701824105)  (-4.34775644622745136E-002,6.78691431229735687E-002)
         111            (-0.21288865786321715,-0.0000000000000000)         (3.51755882305262932E-002,0.0000000000000000)            (0.26072020962631781,-0.41352102856238426)  (-4.30764453691772561E-002,6.83223411883148307E-002)
         112            (-0.21089315163628797,-0.0000000000000000)         (3.48458710801321514E-002,0.0000000000000000)            (0.25827635352077605,-0.41623850218111236)  (-4.26726691180195281E-002,6.87713248098270752E-002)
         113            (-0.20888463652661660,-0.0000000000000000)         (3.45140044722796191E-002,0.0000000000000000)            (0.25581656571309286,-0.41893030024887190)  (-4.22662606156096812E-002,6.92160662920836833E-002)
         114            (-0.20686323642836063,-0.0000000000000000)         (3.41800088780356420E-002,0.0000000000000000)            (0.25334099793471709,-0.42159625672179024)  (-4.18572449311645500E-002,6.96565382012995227E-002)
         115            (-0.20482907603169404,-0.0000000000000000)         (3.38439048998710329E-002,0.0000000000000000)            (0.25084980289011205,-0.42423620715203625)  (-4.14456472946874294E-002,7.00927133671763319E-002)
         116            (-0.20278228081231203,-0.0000000000000000)         (3.35057132702052396E-002,0.0000000000000000)            (0.24834313424809978,-0.42684998869462587)  (-4.10314930954528978E-002,7.05245648843058903E-002)
         117            (-0.20072297702700381,-0.0000000000000000)         (3.31654548503319407E-002,0.0000000000000000)            (0.24582114663179450,-0.42943744011952933)  (-4.06148078804628374E-002,7.09520661140681519E-002)
         118            (-0.19865129170294826,-0.0000000000000000)         (3.28231506289803979E-002,0.0000000000000000)            (0.24328399560933375,-0.43199840182016974)  (-4.01956173527890787E-002,7.13751906861807561E-002)
         119            (-0.19656735263127989,-0.0000000000000000)         (3.24788217210818103E-002,0.0000000000000000)            (0.24073183768391693,-0.43453271582471609)  (-3.97739473701195917E-002,7.17939125003435319E-002)
         120            (-0.19447128835959443,-0.0000000000000000)         (3.21324893664809014E-002,0.0000000000000000)            (0.23816483028469398,-0.43704022580421298)  (-3.93498239430040697E-002,7.22082057278033568E-002)
         121            (-0.19236322818255294,-0.0000000000000000)         (3.17841749285687550E-002,0.0000000000000000)            (0.23558313175721046,-0.43952077708407172)  (-3.89232732334073156E-002,7.26180448129737088E-002)
         122            (-0.19024330213570620,-0.0000000000000000)         (3.14338998930328850E-002,0.0000000000000000)            (0.23298690135225825,-0.44197421665185876)  (-3.84943215529735816E-002,7.30234044750750488E-002)
         123            (-0.18811164098600858,-0.0000000000000000)         (3.10816858664972814E-002,0.0000000000000000)            (0.23037629921770730,-0.44440039316816038)  (-3.80629953614522593E-002,7.34242597096517596E-002)
         124            (-0.18596837622386517,-0.0000000000000000)         (3.07275545751520066E-002,0.0000000000000000)            (0.22775148638782908,-0.44679915697476685)  (-3.76293212650803399E-002,7.38205857900251228E-002)
         125            (-0.18381364005633066,-0.0000000000000000)         (3.03715278635087113E-002,0.0000000000000000)            (0.22511262477366153,-0.44917036010488476)  (-3.71933260149360373E-002,7.42123582689284411E-002)
         126            (-0.18164756539774529,-0.0000000000000000)         (3.00136276929649955E-002,0.0000000000000000)            (0.22245987715216881,-0.45151385629158475)  (-3.67550365052475986E-002,7.45995529799893670E-002)
         127            (-0.17947028586176197,-0.0000000000000000)         (2.96538761404786209E-002,0.0000000000000000)            (0.21979340715785578,-0.45382950097663544)  (-3.63144797717697559E-002,7.49821460392496308E-002)
         128            (-0.17728193575313325,-0.0000000000000000)         (2.92922953972426792E-002,0.0000000000000000)            (0.21711337927055674,-0.45611715132030894)  (-3.58716829901134793E-002,7.53601138465426340E-002)
         129            (-0.17508265005950216,-0.0000000000000000)         (2.89289077672325312E-002,0.0000000000000000)            (0.21441995880774481,-0.45837666620960671)  (-3.54266734740973852E-002,7.57334330870010619E-002)
         130            (-0.17287256444343685,-0.0000000000000000)         (2.85637356659391092E-002,0.0000000000000000)            (0.21171331191156439,-0.46060790626723602)  (-3.49794786739823227E-002,7.61020807326352744E-002)
         131            (-0.17065181523324005,-0.0000000000000000)         (2.81968016188766969E-002,0.0000000000000000)            (0.20899360554115903,-0.46281073385917626)  (-3.45301261748479291E-002,7.64660340434019925E-002)
         132            (-0.16842053941516172,-0.0000000000000000)         (2.78281282602678565E-002,0.0000000000000000)            (0.20626100746053394,-0.46498501310513013)  (-3.40786436948803256E-002,7.68252705690390114E-002)
         133            (-0.16617887462505537,-0.0000000000000000)         (2.74577383316310097E-002,0.0000000000000000)            (0.20351568622941682,-0.46713060988511557)  (-3.36250590836524518E-002,7.71797681500638322E-002)
         134            (-0.16392695913895428,-0.0000000000000000)         (2.70856546803511858E-002,0.0000000000000000)            (0.20075781119246522,-0.46924739184910513)  (-3.31694003203945459E-002,7.75295049194821700E-002)
         135            (-0.16166493186608399,-0.0000000000000000)         (2.67119002583132287E-002,0.0000000000000000)            (0.19798755246764949,-0.47133522842347442)  (-3.27116955122706415E-002,7.78744593038344368E-002)
         136            (-0.15939293233871865,-0.0000000000000000)         (2.63364981204395887E-002,0.0000000000000000)            (0.19520508093799169,-0.47339399082055283)  (-3.22519728926806901E-002,7.82146100247002873E-002)
         137            (-0.15711110070421525,-0.0000000000000000)         (2.59594714233057113E-002,0.0000000000000000)            (0.19241056823987843,-0.47542355204656372)  (-3.17902608194985392E-002,7.85499361000083496E-002)
         138            (-0.15481957771708760,-0.0000000000000000)         (2.55808434236959072E-002,0.0000000000000000)            (0.18960418675135782,-0.47742378690817461)  (-3.13265877732754189E-002,7.88804168452435783E-002)
         139            (-0.15251850472926637,-0.0000000000000000)         (2.52006374771634838E-002,0.0000000000000000)            (0.18678610958349209,-0.47939457202219182)  (-3.08609823555492727E-002,7.92060318748153136E-002)
         140            (-0.15020802368151989,-0.0000000000000000)         (2.48188770366057840E-002,0.0000000000000000)            (0.18395651056848705,-0.48133578582030911)  (-3.03934732870772203E-002,7.95267611032300231E-002)
         141            (-0.14788827709527452,-0.0000000000000000)         (2.44355856508061964E-002,0.0000000000000000)            (0.18111556424931646,-0.48324730856005194)  (-2.99240894059880982E-002,7.98425847464276778E-002)
         142            (-0.14555940806364259,-0.0000000000000000)         (2.40507869629903170E-002,0.0000000000000000)            (0.17826344586921711,-0.48512902232975508)  (-2.94528596661290422E-002,8.01534833229322341E-002)
         143            (-0.14322156024203181,-0.0000000000000000)         (2.36645047093336780E-002,0.0000000000000000)            (0.17540033136010524,-0.48698081105589930)  (-2.89798131351379391E-002,8.04594376549856438E-002)
         144            (-0.14087487783991565,-0.0000000000000000)         (2.32767627175604411E-002,0.0000000000000000)            (0.17252639733221437,-0.48880256051213750)  (-2.85049789927707305E-002,8.07604288699483863E-002)
         145            (-0.13851950561172027,-0.0000000000000000)         (2.28875849054192143E-002,0.0000000000000000)            (0.16964182106352449,-0.49059415832367848)  (-2.80283865290334132E-002,8.10564384012471550E-002)
